date,reuters_estimate,official_fix,deviation_points,forecast_url,official_url,actual_source,quality_note,retrieved_at
2026-07-13,6.7850,6.7972,122,https://investinglive.com/Tag/cny/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,seed_verified,2026-07-21T09:20:00+08:00
2026-07-14,6.7927,6.7990,63,https://investinglive.com/Tag/cny/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,seed_verified,2026-07-21T09:20:00+08:00
2026-07-15,6.7695,6.7910,215,https://investinglive.com/Tag/cny/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,forecast_article_preferred_over_actual_title_typo,2026-07-21T09:20:00+08:00
2026-07-16,6.7577,6.7909,332,https://investinglive.com/Tag/cny/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,seed_verified,2026-07-21T09:20:00+08:00
2026-07-17,6.7734,6.7934,200,https://investinglive.com/Tag/cny/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,seed_verified,2026-07-21T09:20:00+08:00
2026-07-20,6.7821,6.7948,127,https://investinglive.com/Tag/cny/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,seed_verified,2026-07-21T09:20:00+08:00
2026-07-21,6.7706,6.7917,211,https://investinglive.com/Tag/cny/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,seed_verified,2026-07-21T09:20:00+08:00
